brand,product,region_code,week_start,metric,value
hexal,lorano_5mg_20stk,BY,2023-08-14,sell_out_revenue_eur,53756.37
hexal,lorano_5mg_20stk,BY,2023-08-21,sell_out_units,5290.4
hexal,lorano_5mg_20stk,BY,2023-08-21,sell_out_revenue_eur,47084.6
hexal,lorano_5mg_20stk,BY,2023-08-28,sell_out_units,5076.9
hexal,lorano_5mg_20stk,BY,2023-08-28,sell_out_revenue_eur,45184.63
hexal,lorano_5mg_20stk,BY,2023-09-04,sell_out_units,5291.2
hexal,lorano_5mg_20stk,BY,2023-09-04,sell_out_revenue_eur,47091.75
hexal,lorano_5mg_20stk,BY,2023-09-11,sell_out_units,5247.7
hexal,lorano_5mg_20stk,BY,2023-09-11,sell_out_revenue_eur,46704.93
hexal,lorano_5mg_20stk,BY,2023-09-18,sell_out_units,5049.6
hexal,lorano_5mg_20stk,BY,2023-09-18,sell_out_revenue_eur,44941.16
hexal,lorano_5mg_20stk,BY,2023-09-25,sell_out_units,4883.2
hexal,lorano_5mg_20stk,BY,2023-09-25,sell_out_revenue_eur,43460.19
hexal,lorano_5mg_20stk,BY,2023-10-02,sell_out_units,4618.6
hexal,lorano_5mg_20stk,BY,2023-10-02,sell_out_revenue_eur,41105.69
hexal,lorano_5mg_20stk,BY,2023-10-09,sell_out_units,4920.2
hexal,lorano_5mg_20stk,BY,2023-10-09,sell_out_revenue_eur,43789.49
hexal,lorano_5mg_20stk,BY,2023-10-16,sell_out_units,4511.5
hexal,lorano_5mg_20stk,BY,2023-10-16,sell_out_revenue_eur,40152.42
hexal,lorano_5mg_20stk,BY,2023-10-23,sell_out_units,4157.3
hexal,lorano_5mg_20stk,BY,2023-10-23,sell_out_revenue_eur,36999.93
hexal,lorano_5mg_20stk,BY,2023-10-30,sell_out_units,4170.1
hexal,lorano_5mg_20stk,BY,2023-10-30,sell_out_revenue_eur,37113.7
hexal,lorano_5mg_20stk,BY,2023-11-06,sell_out_units,4655.5
hexal,lorano_5mg_20stk,BY,2023-11-06,sell_out_revenue_eur,41434.05
hexal,lorano_5mg_20stk,BY,2023-11-13,sell_out_units,4629.7
hexal,lorano_5mg_20stk,BY,2023-11-13,sell_out_revenue_eur,41204.16
hexal,lorano_5mg_20stk,BY,2023-11-20,sell_out_units,5409.9
hexal,lorano_5mg_20stk,BY,2023-11-20,sell_out_revenue_eur,48148.33
hexal,lorano_5mg_20stk,BY,2023-11-27,sell_out_units,5934.7
hexal,lorano_5mg_20stk,BY,2023-11-27,sell_out_revenue_eur,52819.23
hexal,lorano_5mg_20stk,BY,2023-12-04,sell_out_units,5126.4
hexal,lorano_5mg_20stk,BY,2023-12-04,sell_out_revenue_eur,45625.28
hexal,lorano_5mg_20stk,BY,2023-12-11,sell_out_units,4419.1
hexal,lorano_5mg_20stk,BY,2023-12-11,sell_out_revenue_eur,39330.15
hexal,lorano_5mg_20stk,BY,2023-12-18,sell_out_units,4792.2
hexal,lorano_5mg_20stk,BY,2023-12-18,sell_out_revenue_eur,42650.45
hexal,lorano_5mg_20stk,BY,2023-12-25,sell_out_units,4375.8
hexal,lorano_5mg_20stk,BY,2023-12-25,sell_out_revenue_eur,38945.06
hexal,lorano_5mg_20stk,BY,2024-01-01,sell_out_units,4985.0
hexal,lorano_5mg_20stk,BY,2024-01-01,sell_out_revenue_eur,44366.18
hexal,lorano_5mg_20stk,BY,2024-01-08,sell_out_units,4967.5
hexal,lorano_5mg_20stk,BY,2024-01-08,sell_out_revenue_eur,44210.42
hexal,lorano_5mg_20stk,BY,2024-01-15,sell_out_units,5109.0
hexal,lorano_5mg_20stk,BY,2024-01-15,sell_out_revenue_eur,45470.08
hexal,lorano_5mg_20stk,BY,2024-01-22,sell_out_units,5244.4
hexal,lorano_5mg_20stk,BY,2024-01-22,sell_out_revenue_eur,46675.01
hexal,lorano_5mg_20stk,BY,2024-01-29,sell_out_units,5460.2
hexal,lorano_5mg_20stk,BY,2024-01-29,sell_out_revenue_eur,48595.84
hexal,lorano_5mg_20stk,BY,2024-02-05,sell_out_units,7603.9
hexal,lorano_5mg_20stk,BY,2024-02-05,sell_out_revenue_eur,67674.62
hexal,lorano_5mg_20stk,BY,2024-02-12,sell_out_units,8315.0
hexal,lorano_5mg_20stk,BY,2024-02-12,sell_out_revenue_eur,74003.52
hexal,lorano_5mg_20stk,BY,2024-02-19,sell_out_units,7231.5
hexal,lorano_5mg_20stk,BY,2024-02-19,sell_out_revenue_eur,64360.3
hexal,lorano_5mg_20stk,BY,2024-02-26,sell_out_units,6948.3
hexal,lorano_5mg_20stk,BY,2024-02-26,sell_out_revenue_eur,61840.26
hexal,lorano_5mg_20stk,BY,2024-03-04,sell_out_units,6583.6
hexal,lorano_5mg_20stk,BY,2024-03-04,sell_out_revenue_eur,58594.2
hexal,lorano_5mg_20stk,BY,2024-03-11,sell_out_units,5557.8
hexal,lorano_5mg_20stk,BY,2024-03-11,sell_out_revenue_eur,49464.49
hexal,lorano_5mg_20stk,BY,2024-03-18,sell_out_units,7238.8
hexal,lorano_5mg_20stk,BY,2024-03-18,sell_out_revenue_eur,64425.25
hexal,lorano_5mg_20stk,BY,2024-03-25,sell_out_units,9877.0
hexal,lorano_5mg_20stk,BY,2024-03-25,sell_out_revenue_eur,87905.16
hexal,lorano_5mg_20stk,BY,2024-04-01,sell_out_units,11339.2
hexal,lorano_5mg_20stk,BY,2024-04-01,sell_out_revenue_eur,100918.92
hexal,lorano_5mg_20stk,BY,2024-04-08,sell_out_units,10508.3
hexal,lorano_5mg_20stk,BY,2024-04-08,sell_out_revenue_eur,93523.86
hexal,lorano_5mg_20stk,BY,2024-04-15,sell_out_units,8540.9
hexal,lorano_5mg_20stk,BY,2024-04-15,sell_out_revenue_eur,76013.65
hexal,lorano_5mg_20stk,BY,2024-04-22,sell_out_units,9338.8
hexal,lorano_5mg_20stk,BY,2024-04-22,sell_out_revenue_eur,83115.31
hexal,lorano_5mg_20stk,BY,2024-04-29,sell_out_units,9529.2
hexal,lorano_5mg_20stk,BY,2024-04-29,sell_out_revenue_eur,84809.65
hexal,lorano_5mg_20stk,BY,2024-05-06,sell_out_units,8629.9
hexal,lorano_5mg_20stk,BY,2024-05-06,sell_out_revenue_eur,76806.09
hexal,lorano_5mg_20stk,BY,2024-05-13,sell_out_units,8625.8
hexal,lorano_5mg_20stk,BY,2024-05-13,sell_out_revenue_eur,76769.4
hexal,lorano_5mg_20stk,BY,2024-05-20,sell_out_units,8486.5
hexal,lorano_5mg_20stk,BY,2024-05-20,sell_out_revenue_eur,75530.27
hexal,lorano_5mg_20stk,BY,2024-05-27,sell_out_units,8391.7
hexal,lorano_5mg_20stk,BY,2024-05-27,sell_out_revenue_eur,74686.05
hexal,lorano_5mg_20stk,BY,2024-06-03,sell_out_units,8496.6
hexal,lorano_5mg_20stk,BY,2024-06-03,sell_out_revenue_eur,75619.71
hexal,lorano_5mg_20stk,BY,2024-06-10,sell_out_units,7688.7
hexal,lorano_5mg_20stk,BY,2024-06-10,sell_out_revenue_eur,68429.59
hexal,lorano_5mg_20stk,BY,2024-06-17,sell_out_units,7636.8
hexal,lorano_5mg_20stk,BY,2024-06-17,sell_out_revenue_eur,67967.68
hexal,lorano_5mg_20stk,BY,2024-06-24,sell_out_units,7727.2
hexal,lorano_5mg_20stk,BY,2024-06-24,sell_out_revenue_eur,68772.07
hexal,lorano_5mg_20stk,BY,2024-07-01,sell_out_units,6803.8
hexal,lorano_5mg_20stk,BY,2024-07-01,sell_out_revenue_eur,60553.86
hexal,lorano_5mg_20stk,BY,2024-07-08,sell_out_units,6973.7
hexal,lorano_5mg_20stk,BY,2024-07-08,sell_out_revenue_eur,62066.02
hexal,lorano_5mg_20stk,BY,2024-07-15,sell_out_units,6679.4
hexal,lorano_5mg_20stk,BY,2024-07-15,sell_out_revenue_eur,59446.37
hexal,lorano_5mg_20stk,BY,2024-07-22,sell_out_units,6178.7
hexal,lorano_5mg_20stk,BY,2024-07-22,sell_out_revenue_eur,54990.69
hexal,lorano_5mg_20stk,BY,2024-07-29,sell_out_units,5894.5
hexal,lorano_5mg_20stk,BY,2024-07-29,sell_out_revenue_eur,52461.43
hexal,lorano_5mg_20stk,BY,2024-08-05,sell_out_units,6673.5
hexal,lorano_5mg_20stk,BY,2024-08-05,sell_out_revenue_eur,59394.1
hexal,lorano_5mg_20stk,BY,2024-08-12,sell_out_units,6051.0
hexal,lorano_5mg_20stk,BY,2024-08-12,sell_out_revenue_eur,53853.69
hexal,lorano_5mg_20stk,BY,2024-08-19,sell_out_units,5937.2
hexal,lorano_5mg_20stk,BY,2024-08-19,sell_out_revenue_eur,52840.77
hexal,lorano_5mg_20stk,BY,2024-08-26,sell_out_units,6277.8
hexal,lorano_5mg_20stk,BY,2024-08-26,sell_out_revenue_eur,55872.74
hexal,lorano_5mg_20stk,BY,2024-09-02,sell_out_units,5705.1
hexal,lorano_5mg_20stk,BY,2024-09-02,sell_out_revenue_eur,50775.67
hexal,lorano_5mg_20stk,BY,2024-09-09,sell_out_units,4854.4
hexal,lorano_5mg_20stk,BY,2024-09-09,sell_out_revenue_eur,43204.1
hexal,lorano_5mg_20stk,BY,2024-09-16,sell_out_units,4680.6
hexal,lorano_5mg_20stk,BY,2024-09-16,sell_out_revenue_eur,41657.44
hexal,lorano_5mg_20stk,BY,2024-09-23,sell_out_units,5059.4
hexal,lorano_5mg_20stk,BY,2024-09-23,sell_out_revenue_eur,45028.29
hexal,lorano_5mg_20stk,BY,2024-09-30,sell_out_units,4525.1
hexal,lorano_5mg_20stk,BY,2024-09-30,sell_out_revenue_eur,40273.0
hexal,lorano_5mg_20stk,BY,2024-10-07,sell_out_units,4664.4
hexal,lorano_5mg_20stk,BY,2024-10-07,sell_out_revenue_eur,41513.05
hexal,lorano_5mg_20stk,BY,2024-10-14,sell_out_units,4559.2
hexal,lorano_5mg_20stk,BY,2024-10-14,sell_out_revenue_eur,40577.14
hexal,lorano_5mg_20stk,BY,2024-10-21,sell_out_units,4655.4
hexal,lorano_5mg_20stk,BY,2024-10-21,sell_out_revenue_eur,41432.81
hexal,lorano_5mg_20stk,BY,2024-10-28,sell_out_units,5000.4
hexal,lorano_5mg_20stk,BY,2024-10-28,sell_out_revenue_eur,44503.97
hexal,lorano_5mg_20stk,BY,2024-11-04,sell_out_units,4891.1
hexal,lorano_5mg_20stk,BY,2024-11-04,sell_out_revenue_eur,43530.92
hexal,lorano_5mg_20stk,BY,2024-11-11,sell_out_units,4717.5
hexal,lorano_5mg_20stk,BY,2024-11-11,sell_out_revenue_eur,41986.05
hexal,lorano_5mg_20stk,BY,2024-11-18,sell_out_units,7020.6
hexal,lorano_5mg_20stk,BY,2024-11-18,sell_out_revenue_eur,62483.42
hexal,lorano_5mg_20stk,BY,2024-11-25,sell_out_units,4497.2
hexal,lorano_5mg_20stk,BY,2024-11-25,sell_out_revenue_eur,40025.39
hexal,lorano_5mg_20stk,BY,2024-12-02,sell_out_units,4609.6
hexal,lorano_5mg_20stk,BY,2024-12-02,sell_out_revenue_eur,41025.71
hexal,lorano_5mg_20stk,BY,2024-12-09,sell_out_units,5278.4
hexal,lorano_5mg_20stk,BY,2024-12-09,sell_out_revenue_eur,46978.09
hexal,lorano_5mg_20stk,BY,2024-12-16,sell_out_units,5116.2
hexal,lorano_5mg_20stk,BY,2024-12-16,sell_out_revenue_eur,45533.95
hexal,lorano_5mg_20stk,BY,2024-12-23,sell_out_units,5295.6
hexal,lorano_5mg_20stk,BY,2024-12-23,sell_out_revenue_eur,47131.01
hexal,lorano_5mg_20stk,BY,2024-12-30,sell_out_units,6177.5
hexal,lorano_5mg_20stk,BY,2024-12-30,sell_out_revenue_eur,54980.13
hexal,lorano_5mg_20stk,BY,2025-01-06,sell_out_units,4979.0
hexal,lorano_5mg_20stk,BY,2025-01-06,sell_out_revenue_eur,44313.04
hexal,lorano_5mg_20stk,BY,2025-01-13,sell_out_units,4788.7
hexal,lorano_5mg_20stk,BY,2025-01-13,sell_out_revenue_eur,42619.36
hexal,lorano_5mg_20stk,BY,2025-01-20,sell_out_units,4974.4
hexal,lorano_5mg_20stk,BY,2025-01-20,sell_out_revenue_eur,44272.26
hexal,lorano_5mg_20stk,BY,2025-01-27,sell_out_units,5040.8
hexal,lorano_5mg_20stk,BY,2025-01-27,sell_out_revenue_eur,44863.07
hexal,lorano_5mg_20stk,BY,2025-02-03,sell_out_units,6185.4
hexal,lorano_5mg_20stk,BY,2025-02-03,sell_out_revenue_eur,55049.96
hexal,lorano_5mg_20stk,BY,2025-02-10,sell_out_units,5618.8
hexal,lorano_5mg_20stk,BY,2025-02-10,sell_out_revenue_eur,50006.93
hexal,lorano_5mg_20stk,BY,2025-02-17,sell_out_units,6361.4
hexal,lorano_5mg_20stk,BY,2025-02-17,sell_out_revenue_eur,56616.03
hexal,lorano_5mg_20stk,BY,2025-02-24,sell_out_units,6550.9
hexal,lorano_5mg_20stk,BY,2025-02-24,sell_out_revenue_eur,58303.31
hexal,lorano_5mg_20stk,BY,2025-03-03,sell_out_units,8018.2
hexal,lorano_5mg_20stk,BY,2025-03-03,sell_out_revenue_eur,71362.14
hexal,lorano_5mg_20stk,BY,2025-03-10,sell_out_units,6556.8
hexal,lorano_5mg_20stk,BY,2025-03-10,sell_out_revenue_eur,58355.48
hexal,lorano_5mg_20stk,BY,2025-03-17,sell_out_units,5927.8
hexal,lorano_5mg_20stk,BY,2025-03-17,sell_out_revenue_eur,52757.76
hexal,lorano_5mg_20stk,BY,2025-03-24,sell_out_units,6172.5
hexal,lorano_5mg_20stk,BY,2025-03-24,sell_out_revenue_eur,54934.87
hexal,lorano_5mg_20stk,BY,2025-03-31,sell_out_units,7407.1
hexal,lorano_5mg_20stk,BY,2025-03-31,sell_out_revenue_eur,65923.22
hexal,lorano_5mg_20stk,BY,2025-04-07,sell_out_units,8353.2
hexal,lorano_5mg_20stk,BY,2025-04-07,sell_out_revenue_eur,74343.86
